articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
82810,FROZEN,Pijama ML Frozen,Pijama ML Frozen,2-4-6-8-10,1 X TALLE,19990,sku,1.00,si,Pijama Frozen Plush,82810leste,https://magicstore.com.ar/wp-content/uploads/2025/02/82810-completo.jpg,"¡Dulces sueños con las princesas más queridas de Arendelle! Este pijama de Elsa y Anna es perfecto para que tu pequeña se sienta parte del mágico mundo de Frozen. Con un diseño encantador que resalta a ambas hermanas y sus aventuras, este pijama está hecho de tela suave y cómoda, ideal para una noche llena de fantasía y descanso. ❄️✨ ¡Que las pequeñas princesas duerman rodeadas de magia y hermosos sueños!",47999,https://magicstore.com.ar/pijama-frozen-plush/
82811,FROZEN,Remera ML Frozen,Remera ML Frozen,2-4-6-8-10,1-2-2-2-1,9990,sku,1.00,si,Remera Mágica de Frozen,82811%lila,https://magicstore.com.ar/wp-content/uploads/2025/02/FROZEN-ART.-82811.jpg,"¡Lleva el encanto de Frozen a cada aventura con esta hermosa remera de Elsa y Anna! Con colores vibrantes y un diseño inspirado en el reino de Arendelle, esta prenda es perfecta para las pequeñas fans que aman la diversión y la fantasía. Hecha con tela suave y cómoda, ideal para usar todo el día mientras cantan ¡Libre Soy! y disfrutan de momentos inolvidables.",23999,https://magicstore.com.ar/remera-magica-de-frozen/
82812,FROZEN,Remera ML Frozen,Remera ML Frozen,2-4-6-8-10,1-2-2-2-1,9990,sku,1.00,si,Remera Estilo Arendelle,82812%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/FROZEN-ART.-82812-1.jpg,"¡El espíritu de Frozen en una remera llena de encanto! Con un diseño inspirado en Elsa y Anna, esta prenda es perfecta para las pequeñas que aman las aventuras congeladas. Confeccionada en tela suave y fresca, brinda comodidad para jugar, soñar y explorar el reino de Arendelle. ❄️✨ ¡Ideal para combinar con cualquier look y vivir la magia cada día! 👸",23999,https://magicstore.com.ar/remera-estilo-arendelle/
82813,FROZEN,Remera ML Frozen,Remera ML Frozen,2-4-6-8-10,1-2-2-2-1,9990,sku,1.00,si,Remera Aventuras en la Nieve,82813%blanco,https://magicstore.com.ar/wp-content/uploads/2025/02/asda.jpg,"¡Que el invierno de Frozen acompañe cada día con esta hermosa remera de Elsa y Anna! Con un diseño colorido y detalles inspirados en el reino de Arendelle, esta prenda es perfecta para las pequeñas fans de la historia. Su tela suave y cómoda la hace ideal para jugar, explorar y vivir nuevas aventuras llenas de magia y diversión. ¡Perfecta para combinar con cualquier outfit! 👑✨",23999,https://magicstore.com.ar/remera-aventuras-en-la-nieve/
82814,FROZEN,Vestido ML Frozen,Vestido ML Frozen,2-4-6-8-10,1-2-2-2-1,14990,sku,1.00,si,Vestido Princesa de Arendelle,82814%lila,https://magicstore.com.ar/wp-content/uploads/2025/02/82814.jpg,"¡Haz que tu pequeña se convierta en una verdadera princesa de Frozen con este encantador vestido! Con un diseño inspirado en Elsa y Anna, este vestido captura la magia del reino de Arendelle, con detalles brillantes y colores vibrantes que harán que se sienta como parte de la historia. Hecho con tela suave y cómoda, es perfecto para ocasiones especiales o para un día lleno de aventuras congeladas. ❄️👑 ¡Un vestido digno de cualquier princesa valiente!",35999,https://magicstore.com.ar/vestido-princesa-de-arendelle/
82816,FROZEN,Calza Frozen,Calza Frozen,2-4-6-8-10,1-2-2-2-1,7500,slug,1.00,si,Calza frozen,82816-celeste,https://magicstore.com.ar/wp-content/uploads/2025/01/MAGIC_CALZAFROZEN-1.webp,"¡Que la magia de Frozen te acompañe en cada paso! Esta calza, con un diseño encantador de Elsa y Anna, es perfecta para las pequeñas que adoran la aventura y la magia del reino de Arendelle. Con un ajuste cómodo y el toque único de las dos hermanas, esta calza es ideal para todo tipo de actividades, ya sea jugar, bailar o descansar. Hecha de material suave y elástico, garantiza libertad de movimiento mientras mantienen la esencia mágica de Frozen en cada momento.",17999,https://magicstore.com.ar/calza-frozen/
82817,FROZEN,Campera Abrigo Frozen,Campera Abrigo Frozen,4-6-8-10-12,1 X TALLE,44990,fuzzy,0.50,si,Campera de abrigo Siré,43425-negro,https://magicstore.com.ar/wp-content/uploads/2026/04/t1-3.webp,"Preparalos para los días más fríos con nuestra Campera Inflable Puffer Brillante. Es la combinación perfecta entre estilo moderno y máxima protección térmica. Gracias a su acabado tipo charol/siré, no solo es tendencia, sino que también es súper fácil de limpiar y resistente al viento. Características Principales: Interior de Corderito: Forrada íntegramente en suave corderito premium para mantener el calor corporal en todo momento. Acabado Brillante (Siré): Un look moderno que destaca y repele la humedad superficial. Capucha Protectora: Amplia y forrada, ideal para proteger orejas y cabeza del frío intenso. Diseño Puffer: Estilo inflable con costuras horizontales que aseguran que el relleno se mantenga en su lugar. Cierre Reforzado: Cremallera frontal completa para facilitar el cambiado de los niños.",59999,https://magicstore.com.ar/campera-de-abrigo-sire/
82818,FROZEN,Remera ML Frozen,Remera ML Frozen,2-4-6-8-10,1-2-2-2-1,9990,sku,1.00,si,Remera Reinado de Hielo,82818ige,https://magicstore.com.ar/wp-content/uploads/2025/02/82818.jpg,"¡Haz que cada día sea una aventura con esta hermosa remera de Frozen! Con un diseño inspirado en Elsa y Anna, esta prenda es perfecta para las pequeñas que aman la magia del hielo y la amistad. Su tela suave y cómoda permite moverse con libertad, ya sea para jugar, cantar o imaginar nuevas historias en el reino de Arendelle. ¡Ideal para combinar con cualquier look y brillar como una verdadera reina!",23999,https://magicstore.com.ar/remera-reinado-de-hielo/
82819,FROZEN,Jogging FROZEN,Jogging FROZEN,2-4-6-8-10,1-2-2-2-1,16990,sku,1.00,si,Jogging Reino de Arendelle,82819%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/FROZEN-ART.-82819.jpg,"¡Haz que tu pequeña viva las aventuras de Frozen con este jogging cómodo y lleno de estilo! Con un diseño único que presenta a Elsa y Anna, este conjunto es perfecto para mantenerla abrigada y a la moda durante todo el día. Hecho con tela suave y flexible, es ideal para jugar, correr o descansar mientras se siente como una verdadera princesa del reino de Arendelle. ❄️👑 ¡Que la magia de Frozen la acompañe en cada paso!",37500,https://magicstore.com.ar/jogging-reino-de-arendelle/
82832,FROZEN,Bombacha Frozen,Bombacha Frozen,2-4-6-8-10,1-2-2-2-1,2990,sku,1.00,si,Bombacha de Modal Frozen,82832-celeste,https://magicstore.com.ar/wp-content/uploads/2026/02/0363-2-scaled.jpg,"Esta bombacha está diseñada especialmente para las pequeñas princesas que buscan suavidad absoluta. Con un diseño soñado de Elsa, es la prenda interior favorita para sentirse cómoda y segura durante todo el día.",7500,https://magicstore.com.ar/bombacha-de-modal-frozen/
82836,FROZEN,Bombacha Frozen,Bombacha Frozen,2-4-6-8-10,1-2-2-2-1,2990,fuzzy,0.67,si,Bombacha de Modal Frozen,82832-celeste,https://magicstore.com.ar/wp-content/uploads/2026/02/0363-2-scaled.jpg,"Esta bombacha está diseñada especialmente para las pequeñas princesas que buscan suavidad absoluta. Con un diseño soñado de Elsa, es la prenda interior favorita para sentirse cómoda y segura durante todo el día.",7500,https://magicstore.com.ar/bombacha-de-modal-frozen/
82837,FROZEN,Buzo Capucha Frozen,Buzo Capucha Frozen,2-4-6-8-10,1-2-2-2-1,21990,sku,1.00,si,Buzo de frisa Frozen Elsa,82837-rosa,https://magicstore.com.ar/wp-content/uploads/2026/02/buzo-frozen-1.jpg,"Este buzo con capucha es la definición de encanto y coquetería. Con una combinación soñada de rosa pastel y celeste hielo, sumado a detalles de glitter, es la prenda que toda fanática de Disney querrá usar para sentirse una verdadera reina de las nieves.",48500,https://magicstore.com.ar/buzo-de-frisa-frozen-elsa/
82838,FROZEN,Buzo CR Frozen,Buzo CR Frozen,2-4-6-8-10,1-2-2-2-1,17990,sku,1.00,si,Buzo de Frisa Frozen,82838-turqueza,https://magicstore.com.ar/wp-content/uploads/2026/02/82838-1.jpg,"Este buzo de cuello redondo trae toda la magia de Arendelle al guardarropa de invierno. Con un color verde agua vibrante y detalles que destellan, es la prenda soñada para las fans de Frozen que quieren jugar abrigadas junto a sus personajes favoritos..",39999,https://magicstore.com.ar/buzo-de-frisa-frozen/
82840,FROZEN,Pijama ML Frozen,Pijama ML Frozen,2-4-6-8-10-12,1-2-2-2-2-1,14990,fuzzy,0.67,si,Pijama Frozen Plush,82810leste,https://magicstore.com.ar/wp-content/uploads/2025/02/82810-completo.jpg,"¡Dulces sueños con las princesas más queridas de Arendelle! Este pijama de Elsa y Anna es perfecto para que tu pequeña se sienta parte del mágico mundo de Frozen. Con un diseño encantador que resalta a ambas hermanas y sus aventuras, este pijama está hecho de tela suave y cómoda, ideal para una noche llena de fantasía y descanso. ❄️✨ ¡Que las pequeñas princesas duerman rodeadas de magia y hermosos sueños!",47999,https://magicstore.com.ar/pijama-frozen-plush/
82901,STITCH,Buzo capucha Stitch,Buzo capucha Stitch,2-4-6-8-10-12-14-16,1-1-2-2-2-2-2-2,22500,fuzzy,0.50,si,Buzo Hoodie Stitch,83202-azul,https://magicstore.com.ar/wp-content/uploads/2026/02/222-1.jpg,"Este hoodie captura la personalidad divertida y un tanto rebelde de Stitch en una prenda diseñada para el máximo confort. Es la pieza perfecta para quienes buscan un look «chill» sin perder el toque mágico de Disney, combinando colores sobrios con detalles que resaltan a la vista.",54999,https://magicstore.com.ar/buzo-hoodie-stitch/
82902,STITCH,Buzo CR Stitch,Buzo CR Stitch,2-4-6-8-10-12-14-16,1-1-2-2-2-2-2-2,17990,fuzzy,0.67,si,Buzo Hoodie Stitch,83202-azul,https://magicstore.com.ar/wp-content/uploads/2026/02/222-1.jpg,"Este hoodie captura la personalidad divertida y un tanto rebelde de Stitch en una prenda diseñada para el máximo confort. Es la pieza perfecta para quienes buscan un look «chill» sin perder el toque mágico de Disney, combinando colores sobrios con detalles que resaltan a la vista.",54999,https://magicstore.com.ar/buzo-hoodie-stitch/
82906,STITCH,Pijama ML Stitch,Pijama ML Stitch,2-4-6-8-10-12-14-16,1-1-2-2-2-2-2-2,19990,sku,1.00,si,Pijama de algodón Stitch,82906leste,https://magicstore.com.ar/wp-content/uploads/2025/02/Copia-de-Copia-de-219-scaled.webp,"Convertí la hora de dormir en un momento lleno de imaginación con nuestro pijama disfraz de algodón, diseñado para brindar comodidad y diversión. La parte superior cuenta con un estampado temático estilo disfraz, ideal para los más chicos (¡o no tan chicos!) que aman jugar incluso antes de ir a dormir. El pantalón liso complementa el conjunto con un calce cómodo y relajado. Hecho en algodón suave y respirable, es perfecto para usar en casa, en pijamadas o como disfraz cómodo para jugar. ¡Dormir nunca fue tan divertido!",47999,https://magicstore.com.ar/pijama-stitch/
82912,STITCH,Remera ML Stitch,Remera ML Stitch,2-4-6-8-10-12-14-16,1 X TALLE,7990,sku,1.00,si,Remera Stitch,82912-beige,https://magicstore.com.ar/wp-content/uploads/2025/02/magic-249.jpg,"¡Dale un toque único a tu estilo con esta remera blanca de Stitch! Con una estampa grande y llamativa del travieso extraterrestre, esta prenda es perfecta para quienes quieren destacar y llevar a Stitch a todas partes. Hecha con materiales suaves y ligeros, garantiza comodidad y frescura durante todo el día. ¡La magia y la diversión de Lilo & Stitch ahora en una prenda llena de personalidad!",19500,https://magicstore.com.ar/remera-stitch-3/
82925,STITCH,Remera ML Stitch,Remera ML Stitch,2-4-6-8-10-12-14-16,1 X TALLE,7990,sku,1.00,si,Remera Manga Larga de Algodon stitch,82925-violeta,https://magicstore.com.ar/wp-content/uploads/2025/05/1-3.webp,"Remera de Manga Larga Stitch – Disney La remera de manga larga de Stitch es perfecta para acompañar a los más chicos en sus aventuras diarias. Confeccionada en algodón 100%, ofrece una textura suave, liviana y transpirable que garantiza comodidad durante todo el día. Su diseño de manga larga la hace ideal para los días frescos, mientras que el estampado original de Stitch aporta color y diversión al look. Una prenda versátil para combinar con jeans, joggings o calzas, tanto para la escuela como para el juego. Algodón 100% suave y respirable Estampado frontal de Stitch con licencia oficial Mangas largas para mayor abrigo Corte cómodo que permite libertad de movimiento Disponible en varias tallas infantiles Combiná estilo, confort y la magia de Disney con esta remera de Stitch ideal para toda ocasión.",19500,https://magicstore.com.ar/remera-algodon-stitch/
82927,STITCH,Buzo Cap Stitch,Buzo Cap Stitch,2-4-6-8-10-12-14-16,1-1-2-2-2-2-2-2,22500,sku,1.00,si,Buzo stitch rosa para niñas – DISNEY,82927-rosa,https://magicstore.com.ar/wp-content/uploads/2025/07/83-scaled.jpg,"Buzo stitch rosa para niñas – DISNEY. Inspirada en Stitch, disfruta de una prenda que combina estilo y comodidad, confeccionada en Rustico Sublimado ZITTANA de alta calidad, disponible en talles 2-4-6-8-10-12-14-16. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",49500,https://magicstore.com.ar/buzo-stitch-rosa-para-ninas-disney/
83000,MINNIE,Calza Minnie,Calza Minnie,2-4-6-8-10,1-2-2-2-1,10990,slug,1.00,si,Calza Minnie,82065%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/MINNIE-ART.-82065-1.webp,"¡Haz que cada paso sea alegre con esta encantadora calza de Minnie Mouse! Con un diseño vibrante que destaca el icónico lazo de Minnie, esta calza es perfecta para las pequeñas que adoran la magia de Disney. Confeccionada en tela suave y elástica, ofrece total comodidad para todo el día de juego, risas y diversión. 🎀✨ ¡Un toque de Disney en cada movimiento!",17999,https://magicstore.com.ar/calza-minnie/
83001,MINNIE,Calza Minnie,Calza Minnie,2-4-6-8-10,1-2-2-2-1,10990,slug,1.00,si,Calza Minnie,82065%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/MINNIE-ART.-82065-1.webp,"¡Haz que cada paso sea alegre con esta encantadora calza de Minnie Mouse! Con un diseño vibrante que destaca el icónico lazo de Minnie, esta calza es perfecta para las pequeñas que adoran la magia de Disney. Confeccionada en tela suave y elástica, ofrece total comodidad para todo el día de juego, risas y diversión. 🎀✨ ¡Un toque de Disney en cada movimiento!",17999,https://magicstore.com.ar/calza-minnie/
83003,MINNIE,Campera Minnie,Campera Minnie,2-4-6-8-10,1-2-2-2-1,23990,sku,1.00,si,Campera de Frisa Minnie Mouse,83003-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/83003-1.jpg,"Esta campera con cierre es la prenda perfecta para sumar estilo y abrigo al mismo tiempo. Con una estética inspirada en las clásicas chaquetas de béisbol americanas, combina la onda deportiva con la dulzura de Minnie, creando un outfit urbano irresistible.",52999,https://magicstore.com.ar/campera-de-frisa-minnie-mouse/
83005,MINNIE,Pijama ML Minnie,Pijama ML Minnie,2-4-6-8-10-12,1-2-2-2-2-1,16990,fuzzy,0.67,si,Pijama Minnie Dream,82664%rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/mgc-3305447.jpg,"¡Hora de dormir con estilo y diversión con este adorable pijama de Minnie Mouse! Con un diseño cómodo y encantador, es perfecto para las pequeñas fans de Minnie, haciendo que cada noche sea mágica y llena de dulces sueños. 🎀🌙",37500,https://magicstore.com.ar/pijama-minnie-dream/
